latitude,longitude,name,species_code,scientific_name,common_name,height,diameter,information,location,island_abbv,island_name,base,tmk,circumference,id
20.63,-156.38,"20,140,978",TEHA2,Tetraplasadra hawaiiensis,'ohe,50,31,Planted in 1953,"D.T. Fleming Arboretum at Pu'u Mahoe, Kanaio",M,Maui,,221009017,31,1023
20.63,-156.38,"20,140,979",TEHA2,Tetraplasadra hawaiiensis,'ohe,52.5,42,Planted in 1953,"D.T. Fleming Arboretum at Pu'u Mahoe, Kanaio",M,Maui,,221009017,11.1,1024
20.63,-156.38,"20,140,980",MEKN,Melicope knudsenii,Alani,26,14.5,Planted in 1953,"D.T. Fleming Arboretum at Pu'u Mahoe, Kanaio",M,Maui,,221009017,3.8,1025
20.86,-156.32,"20,141,230",JU,Juniperus bermudiana,Bermuda Juniper,,,,3146 Baldwin Avenue,M,Maui,,2-4-002-014,,1285
20.87,-156.68,"20,140,950",ARAL2,Artocarpus altilis,Breadfruit,48,38.6,Baldwin House parking lot.,Baldwin House,M,Maui,,246008007,10.1,993
20.87,-156.67,"20,140,953",WAFI,Washingtonia filifera,California Featherduster Palm,40,23,Data obtained from Maui County. All trees at this location were unable to be observed as the area was closed for a private event.,Hale Paahao,M,Maui,,246008044,6,996
20.78,-156.32,"20,141,070",SCMO,Schinus molle,California Pepper Tree,50,53,On ranch property. Unable to access tree. Data obtained from Maui County.,"406 Lower Kimo Drive, Kula",M,Maui,,223015020,13.9,1117
20.89,-156.5,"20,140,945",FIMIHI,Ficus microcarpa,Chinese Banyan,53,137,South side of Wailuku Civil Center.,Kalana Pakui Building,M,Maui,,234008042,35.9,988
20.87,-156.68,"20,140,949",FIBE2,Ficus benghalensis,Indian Banyan,56.5,150.6,"Amazing, sprawling Banyan.",Lahaina Courthouse Square,M,Maui,,246001009,39.4,992
20.86,-156.32,"20,141,229",FIEL,Ficus elastica,Indian Rubber Tree,,,,3145 Baldwin Avenue,M,Maui,,2-4-002-014,,1284
20.83,-156.31,"20,141,071",JAMI,Jacaranda mimosifolia,Jacaranda,60,63.6,Data obtained from Maui County.,165 Hanamu Road,M,Maui,,224010001,16.6,1118
20.89,-156.66,"20,140,977",CAIN4,Calophyllum inophyllum,Kamani,60,68.8,Located on the north side of the museum on the HS campus.,"Lahainaluna High School, the oldest post-secondary school west of the Rocky Mountains.",M,Maui,,246018012,18,1022
20.75,-155.98,"20,141,073",CAIN4,Calophyllum inophyllum,Kamani,64,79.5,Front right side of the Hana Community Center.,Old Hana School,M,Maui,,214004030,20.8,1120
20.79,-156.57,"20,141,072",PRPA2,Prosopis pallida,Kiawe,30,102,Data obtained from Maui County.,"Honoapiilani Highway, near Mile Marker 11 oceanside",M,Maui,,236001013,26.6,1119
20.87,-156.68,"20,140,951",COSU2,Cordia subcordata,Kou,38,50,Infront of the Baldwin House.,Baldwin House,M,Maui,,246008007,13.1,994
20.63,-156.38,"20,140,982",PRFO,Pritchardia forbesiana,Loulu,27,8,Planted in 1952,"D.T. Fleming Arboretum at Pu'u Mahoe, Kanaio",M,Maui,,221009017,2.1,1027
20.87,-156.67,"20,140,954",WARO,Washingtonia robusta,Mexican Fan Palm,55,16,Data obtained from Maui County.,Hale Paahao,M,Maui,,246008044,4.2,997
20.89,-156.5,"20,140,946",ALSA,Albizia saman,Monkeypod,36,104,Extremely large and extensive root system.,Ka'ahumanu Church,M,Maui,,234014002,27.4,989
20.87,-156.67,"20,140,952",ALSA,Albizia saman,Monkeypod,60,69,Data obtained from Maui County.,Hale Paahao,M,Maui,,246008044,18,995
20.89,-156.51,"20,140,948",ALSA,Albizia saman,Monkeypod,50,57,Data obtained from Maui County.,Wailuku Sugar Plantation Manager's Home,M,Maui,,234014060,14.9,991
20.76,-156.46,"20,141,228",ALSA,Albizia Saman,Monkeypod,N/A,N/A,,940 South Kihei Road,M,Maui,,3-9-001-006,,1283
20.83,-156.32,"20,141,231",MEPO5,Metrosideros polymorpha,Ohia Lehua,,,,"Waikamoi Preserve, Haleakala Ranch",M,Maui,,2-3-05-004,,1286
20.63,-156.38,"20,140,984",AFFA,Afrocarpus falcatus,Podocarpus,63,66,,"D.T. Fleming Arboretum at Pu'u Mahoe, Kanaio",M,Maui,,221009017,17.3,1029
20.9,-156.37,"20,140,985",CANE33,Cassia x nealiae,Rainbow Shower,18-28,11.5-30,Extends over 6 miles.,A 6.7 mile stretch of Baldwin Avenue starting at 0.5 miles from intersection with Hana Highway in Paia and ending below 'Ala'a Place in Makawao.[5],M,Maui,,N/A,8-Mar,1030
20.88,-156.51,"20,140,922",RORE,Roystonea regia,Royal Palm,49.5-54,13.4-18,In the front yard of Wailuku ES.,Wailuku Elementary School,M,Maui,,234007001,3.5-4.7,963
20.87,-156.67,"20,140,955",RORE,Roystonea regia,Royal Palm,50,22,Data obtained from Maui County.,Hale Paahao,M,Maui,,246008044,5.75,998
20.89,-156.66,"20,140,956",RORE,Roystonea regia,Royal Palm,32-56,8.7-21.8,Along Lahaina HS main road.,"Entrance to Lahainaluna High School, the oldest post-secondary school west of the Rocky Mountains.",M,Maui,,246018005,2.3-5.7,999
20.89,-156.51,"20,140,947",HYCO,Hymenaea courbaril,West Indian Locust,75,39,Data obtained from Maui County.,Wailuku Sugar Plantation Manager's Home,M,Maui,,234014060,10.2,990
21.09,-157.02,"20,140,920",FI1,Ficus sp.,Banyan,60.5,221,Located next to the shoreline.,Former Pau Hana Inn,MO,Moloka`i,,53006028,58,961
21.1,-157.04,"20,141,146",CONU,Cocos nucifera,Coconut Palm,31-92.5,11.8-15.7,Amazing grove.,Kapuaiwa Grove,MO,Moloka`i,,,3.1-4.1,1196
21.16,-156.74,"20,141,147",CAIN4,Calophyllum inophyllum,Kamani,N/A,N/A,Flash floods and private property prevented data from being collected for this nominee.,Halawa Valley,MO,Moloka`i,,,N/A,1199
21.16,-157.01,"20,141,149",ARHE,Araucaria heterophylla,Norfolk Pine,126,31,,"50 Nanikai Pl Ho'olehua, Hawaii",MO,Moloka`i,,,8.1,1201
21.63,-158.05,"20,141,178",RESA,Reynoldsia sandwicensis,'ohe makai,47,17,,,O,Oahu,,,4.6,1227
21.48,-158.04,"20,140,021",ALPR,Albizia procera,Albizia,82,36,,"Wheeler Army Airfield, Wright Ave.Corner of Wright Ave. and Langley Lp. by Qtrs 534 and in fror t of Bldg 102",O,Oahu,Wheeler,77001001,,22
21.48,-158.04,"20,140,022",ALPR,Albizia procera,Albizia,95,47.5,,"Wheeler Army Airfield, Wright Ave.Corner of Wright Ave. and Langley Lp. by Qtrs 534 and in fror t of Bldg 102",O,Oahu,Wheeler,77001001,,23
21.48,-158.04,"20,140,023",ALPR,Albizia procera,Albizia,N/A,N/A,,"Wheeler Army Airfield, Wright Ave.Corner of Wright Ave. and Langley Lp. by Qtrs 534 and in fror t of Bldg 102",O,Oahu,Wheeler,77001001,,24
21.48,-158.04,"20,140,024",ALPR,Albizia procera,Albizia,82,36,,"Wheeler Army Airfield, Wright Ave.Corner of Wright Ave. and Langley Lp. by Qtrs 534 and in fror t of Bldg 102",O,Oahu,Wheeler,77001001,,25
21.3,-157.82,"20,140,886",BEL OTHER,Wallaceodendron celebicum,Banuyo,31,53.5,Characteristic seed pods present,"University of Hawaii, Sinclair Library Area",O,Oahu,,28023003,14,923
21.33,-157.84,"20,140,490",FI1,Ficus sp.,Banyan,68,130,,2616 Pali Highway (Old Walker Estate),O,Oahu,,18008001,34.1,505
21.29,-157.85,"20,141,203",FI1,Ficus sp.,Banyan,26,30,,Ala Moana Beach Park,O,Oahu,,,,1256
21.29,-157.85,"20,141,204",FI1,Ficus sp.,Banyan,38,117,,Ala Moana Beach Park,O,Oahu,,,,1257
21.31,-157.86,"20,141,160",FI1,Ficus sp,Banyan,N/A,N/A,Located on Washington Place property. Could not gain access to gather data.,Washington Place,O,Oahu,,2-1-018:001,N/A,1212
21.29,-157.85,"20,141,192",FI1,Ficus sp.,Banyan,46,70,,Ala Moana Beach Park,O,Oahu,,,,1245
21.29,-157.85,"20,141,190",FI1,Ficus sp.,Banyan,N/A,N/A,,Ala Moana Beach Park,O,Oahu,,,,1243
21.29,-157.85,"20,141,191",FI1,Ficus sp.,Banyan,43.5,95.5,,Ala Moana Beach Park,O,Oahu,,,,1244
21.29,-157.85,"20,141,184",FI1,Ficus sp.,Banyan,27,36,,Ala Moana Beach Park,O,Oahu,,,,1237
21.29,-157.85,"20,141,186",FI1,Ficus sp.,Banyan,27.5,65,,Ala Moana Beach Park,O,Oahu,,,,1239
21.29,-157.85,"20,141,195",FI1,Ficus sp.,Banyan,32,39,,Ala Moana Beach Park,O,Oahu,,,,1248
21.29,-157.85,"20,141,196",FI1,Ficus sp.,Banyan,30,51,,Ala Moana Beach Park,O,Oahu,,,,1249
21.29,-157.85,"20,141,199",FI1,Ficus sp.,Banyan,26.5,153,,Ala Moana Beach Park,O,Oahu,,,,1252
21.29,-157.85,"20,141,188",FI1,Ficus sp.,Banyan,28,32,,Ala Moana Beach Park,O,Oahu,,,,1241
21.29,-157.85,"20,141,197",FI1,Ficus sp.,Banyan,24,49,,Ala Moana Beach Park,O,Oahu,,,,1250
21.29,-157.85,"20,141,187",FI1,Ficus sp.,Banyan,28.5,49.5,,Ala Moana Beach Park,O,Oahu,,,,1240
21.29,-157.85,"20,141,198",FI1,Ficus sp.,Banyan,39,252,,Ala Moana Beach Park,O,Oahu,,,,1251
21.29,-157.85,"20,141,193",FI1,Ficus sp.,Banyan,37.5,150.5,,Ala Moana Beach Park,O,Oahu,,,,1246
21.29,-157.85,"20,141,194",FI1,Ficus sp.,Banyan,26.5,55,,Ala Moana Beach Park,O,Oahu,,,,1247
21.29,-157.85,"20,141,189",FI1,Ficus sp.,Banyan,62,304,,Ala Moana Beach Park,O,Oahu,,,,1242
21.29,-157.85,"20,141,185",FI1,Ficus sp.,Banyan,31.5,66,,Ala Moana Beach Park,O,Oahu,,,,1238
21.29,-157.85,"20,141,202",FI1,Ficus sp.,Banyan,N/A,65,,Ala Moana Beach Park,O,Oahu,,,,1255
21.29,-157.85,"20,141,200",FI1,Ficus sp.,Banyan,N/A,145,,Ala Moana Beach Park,O,Oahu,,,,1253
21.29,-157.85,"20,141,201",FI1,Ficus sp.,Banyan,N/A,107,,Ala Moana Beach Park,O,Oahu,,,,1254
21.29,-157.85,"20,141,205",FI1,Ficus sp.,Banyan,30,19,,Ala Moana Beach Park,O,Oahu,,,,1258
21.29,-157.85,"20,141,206",FI1,Ficus sp.,Banyan,27.5,31,,Ala Moana Beach Park,O,Oahu,,,,1259
21.29,-157.85,"20,141,208",FI1,Ficus sp.,Banyan,28,24,,Ala Moana Beach Park,O,Oahu,,,,1261
21.29,-157.85,"20,141,209",FI1,Ficus sp.,Banyan,41.5,96,,Ala Moana Beach Park,O,Oahu,,,,1262
21.29,-157.85,"20,141,210",FI1,Ficus sp.,Banyan,26,41,,Ala Moana Beach Park,O,Oahu,,,,1263
21.29,-157.84,"20,141,212",FI1,Ficus sp.,Banyan,36.5,44,,Ala Moana Beach Park,O,Oahu,,,,1265
21.29,-157.85,"20,141,211",FI1,Ficus sp.,Banyan,28,38.5,,Ala Moana Beach Park,O,Oahu,,,,1264
21.29,-157.85,"20,141,207",FI1,Ficus sp.,Banyan,23.5,27,,Ala Moana Beach Park,O,Oahu,,,,1260
21.29,-157.84,"20,141,214",FI1,Ficus sp.,Banyan,17,37.5,,Ala Moana Beach Park,O,Oahu,,,,1267
21.29,-157.84,"20,141,216",FI1,Ficus sp.,Banyan,42,72.5,,Ala Moana Beach Park,O,Oahu,,,,1269
21.29,-157.84,"20,141,215",FI1,Ficus sp.,Banyan,35,65,,Ala Moana Beach Park,O,Oahu,,,,1268
21.29,-157.84,"20,141,213",FI1,Ficus sp.,Banyan,37,289,,Ala Moana Beach Park,O,Oahu,,,,1266
21.29,-157.84,"20,141,217",FI1,Ficus sp.,Banyan,26.5,35,,Ala Moana Beach Park,O,Oahu,,,,1270
21.29,-157.84,"20,141,221",FI1,Ficus sp.,Banyan,47.5,181,,Ala Moana Beach Park,O,Oahu,,,,1274
21.29,-157.84,"20,141,218",FI1,Ficus sp.,Banyan,46,47,,Ala Moana Beach Park,O,Oahu,,,,1271
21.29,-157.84,"20,141,222",FI1,Ficus sp.,Banyan,46.5,177,,Ala Moana Beach Park,O,Oahu,,,,1275
21.29,-157.84,"20,141,219",FI1,Ficus sp.,Banyan,46,71,,Ala Moana Beach Park,O,Oahu,,,,1272
21.29,-157.84,"20,141,220",FI1,Ficus sp.,Banyan,58,221.5,,Ala Moana Beach Park,O,Oahu,,,,1273
21.31,-157.85,"20,140,003",ADDI3,Adansonia digitata,Baobab,54.5,147.9,Plaque Present.,"Queen's Medical Center, 1301 Punchbowl St.",O,Oahu,,21035003,38.7,2
21.32,-157.86,"20,140,002",ADDI3,Adansonia digitata,Baobab,66,162.8,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,42.6,1
21.29,-157.85,"20,140,004",ADDI3,Adansonia digitata,Baobab,32.5-36,52-112,Located along the river,Ala Moana Beach Park,O,Oahu,,23037001,13.7-29.4,3
21.3,-157.82,,ADDI3,Adansonia digitata,Baobab,N/A,N/A,,UHM campus near Art building,O,Oahu,,,,1294
21.31,-157.83,"20,140,405",FI1,Ficus petiolaris,Blue Mexican Fig,31.5,87.9,Private Property. No Plaque.,1941 Ualakaa St. (Manoa),O,Oahu,,25001033,23,419
21.33,-157.84,"20,140,408",FIRE3,Ficus religiosa,Bodhi/Peepul Tree,54,88,85 Years old.,2616 Pali Highway (Old Walker Estate),O,Oahu,,18008001,23.2,421
21.32,-157.86,"20,140,407",FIRE3,Ficus religiosa,Bodhi/Peepul Tree,50.5,91.3,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,23.9,420
21.35,-157.89,"20,140,848",FIRE3,Ficus religiosa,Bodhi/Peepul Tree,61,187.7,Access is across the steam.,"Moanalua Gardens, 1352 Pineapple Pl.",O,Oahu,,11009004,49.11,882
21.33,-157.84,"20,140,065",BDL OTHER,Bertholletia excelsa,Brazil Nut,40.5,36,Over 60 years old,2616 Pali Highway (Old Walker Estate),O,Oahu,,18008001,,68
21.35,-157.76,"20,140,063",ARAL2,Artocarpus altilis,Breadfruit,N/A,N/A,"Off path, in the jungle. Not accessible.","Castle Ranch, 1385 Maunawili Rd., Kailua",O,Oahu,,420090001,N/A,66
21.36,-157.76,"20,140,025",ARBI,Araucaria bidwillii,Bunya-bunya,45,38,,"Castle Ranch, 1385 Maunawili Rd., Kailua",O,Oahu,,42009001,10,26
21.49,-158.05,"20,140,661",RO9,Roystonea oleracea,Cabbage Palm,50-75,21.5-26.5,,"Schofield Barracks, Flagler Rd., west of bldg.360",O,Oahu,Schofield,77001001,,681
21.49,-158.05,"20,140,674",RO9,Roystonea oleracea,Cabbage Palm,82,27.5,,"Schoffield Barracks, 227 General Loop",O,Oahu,Schofield,77001001,,698
21.51,-158.01,"20,140,801",RORE,Roystonea regia,Cabbage Palm,N/A,N/A,,"Royal Palm Dr., Wahiawa",O,Oahu,,75018012,,833
21.49,-158.05,"20,140,675",RO9,Roystonea oleracea,Cabbage Palm,81,28.5,,"Schoffield Barracks, 227 General Loop",O,Oahu,Schofield,77001001,,699
21.32,-157.86,"20,140,111",COGU3,Couroupita guianensis,Cannonball Tree,95,N/A,Tree surrounded by other vegetation making obtaining the circumference impossible.,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,N/A,118
21.3,-157.82,"20,140,112",COGU3,Couroupita guianensis,Cannonball Tree,59,39.4,Planted by: Thornton Wilder- Pulitzer Prize Winner.,"University of Hawaii - Manoa, Sinclair Library",O,Oahu,,28023003,10.3,119
21.49,-158.06,"20,140,099",CA30,Capparis mollicella,Capparis,18,13,DSH measured at 3 ft.,"Schofield Barracks, Ulrich St, S. of bldg. 2105",O,Oahu,Schofield,77001001,,104
21.34,-157.81,"20,140,673",RO9,Roystonea oleracea,Caribbean Royal Palm,111-116,25.8-26.2,Amazing grove of all large palms. Near marker 1H.,"Harold L. Lyon Arboretum, 3860 Manoa Rd.",O,Oahu,,29055006,6.9-6.11',695
21.32,-157.86,"20,140,577",BDM OTHER,Hydnocarpus anthelminthica,Chaulmoogra Oil,44,37.5,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,9.8,594
21.32,-157.86,"20,140,593",MAZA,Manilkara zapota,Chicle,77,40,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,10.45,610
21.33,-157.84,"20,140,594",MAZA,Manilkara zapota,Chicle,41,36,Roughly 100 years old. One of the oldest Chicle trees in the islands.,2616 Pali Highway (Old Walker Estate),O,Oahu,,18008001,,611
21.39,-157.74,"20,140,401",FIMIHI,Ficus microcarpa,Chinese Banyan,23.5,47.4,Downtown Kailua,Kailua Road 'Triange Park',O,Oahu,,42018014,12.4,415
21.29,-157.84,"20,140,486",FI1,Ficus sp.,Chinese Banyan,,,,Ala Wai Canal,O,Oahu,,23035011,,499
21.39,-157.74,"20,140,400",FIMIHI,Ficus microcarpa,Chinese Banyan,52,104,Downtown Kailua,Kailua Road 'Triange Park',O,Oahu,,42018014,25.11,414
21.39,-157.74,"20,140,402",FIMIHI,Ficus microcarpa,Chinese Banyan,34.5,32.5,Downtown Kailua,Kailua Road 'Triange Park',O,Oahu,,42018014,8.5,416
21.34,-157.84,"20,141,155",FIMIHI,Ficus microcarpa,Chinese Banyan,76,167,Palm growing halfway up out of the Banyan. Appears to be very old.,Nuuanu Park,O,Oahu,,,43.7,1207
21.5,-158.01,"20,141,234",FIMIHI,Ficus microcarpa,Chinese Banyan,73,140,,"1699 Walea Street, Wahiawa, Hawaii, 96786",O,Oahu,,,,1288
21.26,-157.8,"20,141,227",FIMIHI,Ficus microcarpa,Chinese Banyan,55,N/A,Unable to obtain diameter due to a fence at the base of the trunk.,Kahala,O,Oahu,,3-1-040:061,,1282
21.49,-158.03,"20,140,640",PHCA,Phoenix canariensis,Date Palm,32-42,23.5-28,,Wheeler Army Airfield Wright Ave.,O,Oahu,Wheeler,77001001,,659
21.32,-157.86,"20,140,578",PEL OTHER,Hyphaene thebaica,Doum Palm,45,16.1,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,4.2,595
21.31,-157.83,"20,140,117",ENCY,Enterolobium cyclocarpum,Earpod,65,95.5,Accessible to the public,"Board of Water Supply, Makiki Pumping Station",O,Oahu,,25020001,25,124
21.31,-157.82,"20,140,118",ENCY,Enterolobium cyclocarpum,Earpod,60,90,,2020 Kamehameha Ave. (Manoa),O,Oahu,,29007015,23.5,125
21.57,-158.12,"20,140,119",ENCY,Enterolobium cyclocarpum,Earpod,64,87.1,In the Aloha Gas Station/Library parking lot,"67-068 Kealohanui St., Waialua Library",O,Oahu,,67016002,22.8,126
21.49,-158.05,"20,140,122",ENCY,Enterolobium cyclocarpum,Earpod,55-70,17-22,,"Schofield Barracks, Baldwin to Morris Rds.",O,Oahu,Schofield,77001001,,129
21.5,-158.06,"20,140,120",ENCY,Enterolobium cyclocarpum,Earpod,82,122,,"Schofield Barracks, Bragg St.,100' from Ayres Ave.",O,Oahu,Schofield,77001001,,127
21.31,-157.81,"20,141,223",ENCY,Enterolobium cyclocarpum,Earpod,58.5,N/A,Permission not granted to go on property to collect diameter,Manoa,O,Oahu,,2-9-014:069,,1276
21.31,-157.81,"20,141,224",ENCY,Enterolobium cyclocarpum,Earpod,55.5,N/A,Permission not granted to go on property to collect diameter,Manoa,O,Oahu,,2-9-014:069,,1277
21.32,-157.86,"20,140,885",TECA,Terminalia catappa,False Kamani,57.5,48.2,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,12.6,922
21.32,-157.86,"20,140,114",ELOR2,Elaeodendron orientale,False Olive,48.5,26.4,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,6.9,121
21.29,-157.85,"20,140,066",BUBU,Bucida buceras,Geometry Tree,47,40,,Ala Moana Beach Park,O,Oahu,,23037001,10.5,69
21.49,-158.06,"20,140,067",BUBU,Bucida buceras,Geometry Tree,55,34,,"Schofield Barracks, Sargent Rd., bldg. T-695",O,Oahu,,77001001,,70
21.32,-157.86,"20,140,572",BEM OTHER,Gigasiphon macrosiphon,Gigasiphon,50,21.8,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,5.7,589
21.3,-157.82,"20,140,660",TADO2,Roseodendron donnell-smithii,Gold Tree,N/A,N/A,Access Not Granted for Data Collection.,2119 Kaloa Way,O,Oahu,,28020040,N/A,680
21.48,-158.05,"20,140,017",AL1,Albizia guachapele,Guachapele,57,61,,"Schofield Barracks, Wright Ave.",O,Oahu,Schofield,77001001,,18
21.48,-158.05,"20,140,019",AL1,Albizia guachapele,Guachapele,55,39,,"Schofield Barracks, Wright Ave.",O,Oahu,Schofield,77001001,,20
21.48,-158.05,"20,140,018",AL1,Albizia guachapele,Guachapele,70,53,,"Schofield Barracks, Wright Ave.",O,Oahu,Schofield,77001001,,19
21.49,-158.06,"20,140,020",AL1,Albizia niopoides,Guachapele,90,51,,"Schofield Barracks, Sargent Rd., next to parking lot",O,Oahu,Schofield,77001001,,21
21.32,-157.86,"20,140,586",LODO5,Lonchocarpus domingensis,Guana,83,50.4,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,13.2,603
21.32,-157.81,"20,140,575",HITI,Hibiscus tiliaceus,Hau,N/A,N/A,In backyard of private property. Not accessible.,3314 Halelani Dr. (Manoa),O,Oahu,,29035103,N/A,592
21.32,-157.86,"20,140,865",SPMO,Spondias mombin,Hog Plum,82.5,42.4,,"Foster Botanical Garden, 180 N. Vineyard Blvd.",O,Oahu,,17007002,11.1,900
21.33,-157.81,"20,140,027",ARCU1,Araucaria cunninghamii,Hoop Pine,72,47,Near marker 1L,"Harold L. Lyon Arboretum, 3860 Manoa Rd.",O,Oahu,,29005006,12.3,28
21.36,-157.76,"20,140,029",ARCU1,Araucaria cunninghamii,Hoop Pine,77,77,http://tocexceptionaltreemap.weebly.com/uploads/4/7/7/5/47757377/7872698.jpg,"Castle Ranch, 1385 Maunawili Rd., Kailua",O,Oahu,,42009001,20.1,30
21.3,-157.82,"20,140,064",BAAS,Barringtonia asiatica,Hutu,29,43.2,Access to vast quantities of water as a result of being along the University Mall has led to such a pristine condition.,University of hawaii; Bilger Hall/McCarthy Mall,O,Oahu,,28023003,11.3,67
21.32,-157.87,"20,140,372",FIBE2,Ficus benghalensis,Indian Banyan,64.5,N/A,On school property. Could not obtain circumference due to lack of permission to enter school grounds.,"Kaiulani School, 783 N. King St.",O,Oahu,,15005016,N/A,387
21.31,-157.86,"20,140,373",FIBE2,Ficus benghalensis,Indian Banyan,76.5,275.2,Has Plaque. Located in the back-right corner of Iolani Palace.,"Iolani Palace, 364 S. King St. (Downtown)",O,Oahu,,21025002,72,388
21.31,-157.86,"20,140,374",FIBE2,Ficus benghalensis,Indian Banyan,72,63,Has Plaque,"Judiciary Bldg., 417 S. King (Downtown)",O,Oahu,,21025003,16.5,389
21.26,-157.82,"20,140,371",FIBE2,Ficus benghalensis,Indian Banyan,65,47,,Diamond Head Tennis Cts.; Paki Ave. mauka,O,Oahu,,31043001,52,386
21.3,-157.84,"20,140,370",FIBE2,Ficus benghalensis,Indian Banyan,59.5,229,Accessible to the public. No Plaque.,1212 Punahou St.,O,Oahu,,24007002,59.9,385
21.28,-157.85,"20,140,375",FIBE2,Ficus benghalensis,Indian Banyan,48,N/A,Could not obtain metrics during visit.,"Ala Moana Beach Park, Magic Island, end of",O,Oahu,,23037025,N/A,390
21.28,-157.82,"20,140,376",FIBE2,Ficus benghalensis,Indian Banyan,70,N/A,Not Accessible - Fence. Will receive permission from C&C.,Kuhio Beach Park,O,Oahu,,26001004,133,391
21.28,-157.82,"20,140,378",FIBE2,Ficus benghalensis,Indian Banyan,65,378.3,,"2370 Kuhio Ave., The Food Pantry Ltd.",O,Oahu,,26021100,99,393
21.28,-157.83,"20,140,377",FIBE2,Ficus benghalensis,Indian Banyan,75,573,Planted in 1904 by Jared Smith. One of the first trees to be placed on the Exceptional list.,"2365 Kalakaua Ave., Sheraton Moana Hotel",O,Oahu,,26001012,150,392
21.28,-157.83,"20,140,379",FIBE2,Ficus benghalensis,Indian Banyan,N/A,N/A,Not Accessible- International Marketplace Construction,"2330 Kalakaua Ave., International Market Place",O,Oahu,,26022038,N/A,394
21.27,-157.82,"20,140,381",FIBE2,Ficus benghalensis,Indian Banyan,54,160.4,,"Waikiki Aquarium, Ewa side",O,Oahu,,31030003,70,396
21.27,-157.82,"20,140,383",FIBE2,Ficus benghalensis,Indian Banyan,70,146.7,,"Waikiki War Memorial Natatorium, mauka tree",O,Oahu,,31031003,79,398
21.27,-157.82,"20,140,380",FIBE2,Ficus benghalensis,Indian Banyan,60,95,,"Across the street from the Zoo entrance, makai side of Kalakaua Ave.",O,Oahu,,31030003,100,395
21.26,-157.82,"20,140,384",FIBE2,Ficus benghalensis,Indian Banyan,61,133,,"Diamond Head Tennis Cts., Paki Ave. makai",O,Oahu,,31043001,90,399
21.27,-157.82,"20,140,382",FIBE2,Ficus benghalensis,Indian Banyan,58,89.5,,"Waikiki War Memorial Natatorium, makai tree",O,Oahu,,31031003,33.5,397
21.27,-157.82,"20,140,385",FIBE2,Ficus benghalensis,Indian Banyan,70,180,Not Accessible- Located inside the Zoo.,"Honolulu Zoo, within zoo near entrance",O,Oahu,,31043001,N/A,400
21.27,-157.82,"20,140,388",FIBE2,Ficus benghalensis,Indian Banyan,57,200,,"Honolulu Zoo outside entrance, makai tree",O,Oahu,,31043001,54,402
21.27,-157.82,"20,140,386",FIBE2,Ficus benghalensis,Indian Banyan,58,33,,"Honolulu Zoo, outside entrance, mauka tree",O,Oahu,,31043001,83.5,401
21.27,-157.82,"20,140,389",FIBE2,Ficus benghalensis,Indian Banyan,44,95,,Waikiki Shell Parking Lot Ent. makai tree,O,Oahu,,31043001,63,403
21.26,-157.82,"20,140,391",FIBE2,Ficus benghalensis,Indian Banyan,75,286,,"Poni Moi Road, DH corner of Archery Range",O,Oahu,,31043007,87,405
21.27,-157.82,"20,140,390",FIBE2,Ficus benghalensis,Indian Banyan,48,76.4,,Waikiki Shell Parking Lot Ent. mauka tree,O,Oahu,,31043001,24,404
21.3,-157.85,"20,141,236",FIBE2,Ficus benghalensis,Indian Banyan,60,95.5,,Thomas Square,O,Oahu,,,,1290
21.3,-157.85,"20,141,238",FIBE2,Ficus benghalensis,Indian Banyan,60,57,,Thomas Square,O,Oahu,,,,1292
21.3,-157.85,"20,141,239",FIBE2,Ficus benghalensis,Indian Banyan,60,76,,Thomas Square,O,Oahu,,,,1293
21.3,-157.85,"20,141,237",FIBE2,Ficus benghalensis,Indian Banyan,60,95.5,,Thomas Square,O,Oahu,,,,1291
21.33,-157.84,"20,140,641",PHEM2,Phyllanthus emblica,Indian Gooseberry,40,56,Roughly 100 years old and is the largest of its kind on Oahu.,2616 Pali Highway (Old Walker Estate),O,Oahu,,18008001,,662
21.3,-157.82,"20,140,396",FIEL,Ficus elastica,Indian Rubber,27,60,Planted by: David Starr Jordan in 1922- Founding President of Stanford University,"University of Hawaii - Manoa, Sinclair Library",O,Oahu,,28023003,15.7,410
21.27,-157.82,"20,140,103",CAEQ,Casuarina equisetifolia,Ironwood,54-75,21.5-35,,Kapiolani Park Bandstand,O,Oahu,,31043001,17,108
21.33,-157.85,"20,140,102",CAEQ,Casuarina equisetifolia,Ironwood,61,38.2,No pinecones produced. Unique species of Ironwood.,52 Robinson Lane (Nuuanu),O,Oahu,,18003002,10,107
